1	1	820000	7	1.99294238062883
1	820001	4760000	386	1.68517684739992
1	4760001	5960000	120	1.8032507201869
1	5960001	6650000	69	1.63512394675578
1	6650001	8380000	173	1.80988746957821
1	8380001	8830000	45	1.96577744967798
1	8830001	10030000	120	1.72034748782249
1	10030001	10390000	36	1.91427752278179
1	10390001	10500000	11	1.71927461389439
1	10500001	10610000	11	1.89487147912899
1	10610001	12230000	162	1.71463321983104
1	12230001	12500000	27	1.91547208380698
1	12500001	13600000	84	1.75430549406054
1	13600001	13810000	21	1.89960571277352
1	13810001	13840000	3	1.68062750446656
1	13840001	15700000	186	1.82563708100093
1	15700001	15850000	15	1.66186132431935
1	15850001	15930000	8	1.93415042213432
1	15930001	16610000	67	1.73195326388438
1	16610001	16720000	10	1.53644912807475
1	16720001	20740000	395	1.74641932540053
1	20740001	21160000	42	1.97178192301416
1	21160001	21260000	10	1.77165783591222
1	21260001	21310000	5	1.58468929120612
1	21310001	21360000	5	1.75783541719898
1	21360001	21480000	12	1.92919636916828
1	21480001	28920000	744	1.78521768051768
1	28920001	29110000	19	1.96782237221326
1	29110001	30700000	159	1.79838262225783
1	30700001	30810000	11	1.61944559292101
1	30810001	30940000	13	1.76797760474949
1	30940001	31050000	11	1.99045740685263
1	31050001	32070000	102	1.80600263782156
1	32070001	32110000	4	1.66416675093295
1	32110001	32700000	59	1.8111424228583
1	32700001	32750000	5	1.57221661366984
1	32750001	39900000	715	1.83667962912041
1	39900001	39960000	6	1.69678056337387
1	39960001	40770000	81	1.91507381399505
1	40770001	40870000	10	1.66948137667185
1	40870001	41060000	19	1.8037507567645
1	41060001	41240000	18	1.99045740685263
1	41240001	41870000	63	1.78101541096126
1	41870001	42710000	84	1.9471985515548
1	42710001	42800000	9	1.75430549406054
1	42800001	42930000	13	1.90527599608787
1	42930001	43080000	15	1.74508825471573
1	43080001	43220000	14	1.91308370673016
1	43220001	43710000	49	1.76687502687436
1	43710001	43830000	12	1.96291812770696
1	43830001	43930000	10	1.81629683544302
1	43930001	44040000	11	1.61967011131244
1	44040001	44520000	48	1.85574695294257
1	44520001	44870000	35	1.71439553766989
1	44870001	46390000	152	1.88713809654812
1	46390001	46620000	23	1.67829927421308
1	46620001	47180000	56	1.93348021282351
1	47180001	47250000	7	1.76002997554501
1	47250001	47400000	15	1.93495497997295
1	47400001	48080000	68	1.7889337987097
1	48080001	50410000	232	1.96074238855051
1	50410001	50440000	3	1.65404673688653
1	50440001	51290000	85	1.95328166206436
1	51290001	51350000	6	1.68482646115741
1	51350001	53060000	171	1.93240836094487
1	53060001	53710000	65	1.75151094085838
1	53710001	54120000	41	1.90290033237941
1	54120001	55070000	95	1.73003353097236
1	55070001	62130000	706	1.96060648495478
1	62130001	62360000	23	1.79838262225783
1	62360001	72300000	991	1.97096205246489
1	72300001	72350000	3	1.26198958146944
1	72350001	90710000	1832	1.98618499087407
1	90710001	90740000	3	1.74110112659225
1	90740001	110060000	1896	1.97260213460891
1	110060001	110260000	20	1.71154592033221
1	110260001	110440000	18	1.88609193507172
1	110440001	110640000	20	1.7579572652882
1	110640001	111720000	108	1.97849031071542
1	111720001	112070000	35	1.7862078899182
1	112070001	112680000	61	1.93911719679173
1	112680001	112890000	21	1.78052167708622
1	112890001	118980000	608	1.94490542105933
1	118980001	119010000	3	1.62068082933301
1	119010001	119710000	70	1.91626887192752
