1	1	435000	3	2.121816656235
1	435001	880000	10	1.67655521842063
1	880001	2670000	178	1.44964535625734
1	2670001	2780000	4	1.02356306914069
1	2780001	2880000	10	1.4069782240458
1	2880001	6160000	328	1.64695370244566
1	6160001	6250000	9	1.3717332885906
1	6250001	13150000	671	1.49827245903241
1	13150001	13290000	7	1.32252958884767
1	13290001	13690000	40	1.48339210937171
1	13690001	14760000	107	1.65794942644471
1	14760001	15760000	100	1.50712596305324
1	15760001	15800000	4	1.18181154693437
1	15800001	16500000	70	1.42119054918958
1	16500001	16930000	34	1.6395501146916
1	16930001	17020000	9	1.35406782026659
1	17020001	17320000	30	1.55789715862651
1	17320001	17440000	12	1.41333160516934
1	17440001	17540000	10	1.25144943508952
1	17540001	20510000	297	1.59140385623428
1	20510001	21410000	90	1.45226023753437
1	21410001	21490000	8	1.66094004818179
1	21490001	21950000	46	1.46428867538921
1	21950001	22030000	8	1.28235881775962
1	22030001	22090000	6	1.42158464150874
1	22090001	22940000	85	1.5769096473721
1	22940001	23060000	12	1.44583207362986
1	23060001	23110000	5	1.65599693198199
1	23110001	24640000	153	1.4841120303523
1	24640001	24790000	15	1.36821978762956
1	24790001	25270000	48	1.55476873307896
1	25270001	25330000	6	1.93334619883232
1	25330001	29300000	397	1.44854047817393
1	29300001	30900000	160	1.67284062109118
1	30900001	31080000	18	1.49536741369194
1	31080001	31190000	11	1.27588650362831
1	31190001	31630000	44	1.48544995354759
1	31630001	31840000	21	1.62709670633658
1	31840001	32980000	114	1.4148018395795
1	32980001	33310000	33	1.55757323669958
1	33310001	34950000	164	1.70113778740614
1	34950001	35420000	47	1.47151270650837
1	35420001	35460000	4	1.63920921527503
1	35460001	36470000	101	1.47396268349776
1	36470001	37370000	90	1.69091014858581
1	37370001	37940000	57	1.51151992831623
1	37940001	38010000	7	1.35839212471852
1	38010001	38870000	86	1.64935276883574
1	38870001	38910000	4	1.47192075302649
1	38910001	39090000	18	1.35453718574268
1	39090001	44250000	516	1.56775486879353
1	44250001	44310000	6	1.77337789784392
1	44310001	46520000	221	1.50639487835141
1	46520001	47250000	73	1.65152636383255
1	47250001	47380000	13	1.41205863792284
1	47380001	50470000	308	1.67864830302409
1	50470001	54760000	429	1.52024094875382
1	54760001	56580000	182	1.66774648426612
1	56580001	56680000	10	1.50608166490917
1	56680001	70140000	1344	1.64330469061617
1	70140001	70530000	39	1.49112375678218
1	70530001	72300000	176	1.63818694225041
1	72300001	72350000	5	1.96087830156668
1	72350001	75700000	334	1.65049640936703
1	75700001	75940000	24	1.50087101818882
1	75940001	77610000	167	1.67144976989808
1	77610001	78110000	50	1.47764529933945
1	78110001	88730000	1059	1.65232788385669
1	88730001	88920000	19	1.51634706640884
1	88920001	90000000	108	1.65083965613367
